caseId,randomFileName,formatId,formatName,group,method,selectedLayout,score,actionsToFix,estimatedCorrectionTimeSec,evaluatorId,sourceFile,manualScore,readabilityOk,requiredPreserved,majorOverlap,comment
case_014,case_014.png,2gis-partner-mobile-800x800,2ГИС Баннер в профиле партнера mobile,square,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Чистый макет без пересечений
case_015,case_015.png,2gis-partner-mobile-800x800,2ГИС Баннер в профиле партнера mobile,square,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Макет готов к публикации
case_016,case_016.png,yandex-rsy-160x600,Яндекс Директ / РСЯ Медийный баннер 160x600,narrow,scaling,scaling,1650,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,"Текст ушел под обрез, шрифты нечитаемы"
case_017,case_017.png,yandex-rsy-160x600,Яндекс Директ / РСЯ Медийный баннер 160x600,narrow,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Узкий формат отработан корректно
case_018,case_018.png,yandex-rsy-160x600,Яндекс Директ / РСЯ Медийный баннер 160x600,narrow,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,0,false,false,true,Потеряны обязательные текстовые блоки (только лого)
case_019,case_019.png,2gis-logo-200x200,2ГИС Логотип 200x200,logo,scaling,scaling,1250,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Незначительный сдвиг охранного поля логотипа
case_020,case_020.png,2gis-logo-200x200,2ГИС Логотип 200x200,logo,fixedLayout,fixedLayout,150,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Элементы логотипа наложились друг на друга
case_021,case_021.png,2gis-logo-200x200,2ГИС Логотип 200x200,logo,candidateSelection,hero,150,2,60,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Требуется ручной центрирующий сдвиг
case_022,case_022.png,2gis-search-banner-319x57,2ГИС Баннер в поисковой выдаче,small,scaling,scaling,1950,5,150,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Критический оверлап текста и графики
case_023,case_023.png,2gis-search-banner-319x57,2ГИС Баннер в поисковой выдаче,small,fixedLayout,fixedLayout,100,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Требуется подгонка внутренних отступов
case_024,case_024.png,2gis-search-banner-319x57,2ГИС Баннер в поисковой выдаче,small,candidateSelection,fixedLayout,100,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Минорное смещение текстовой базовой линии
case_025,case_025.png,yandex-rsy-320x100,Яндекс Директ / РСЯ Медийный баннер 320x100,wide,scaling,scaling,1650,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Выход текстового контейнера за границы баннера
case_026,case_026.png,yandex-rsy-320x100,Яндекс Директ / РСЯ Медийный баннер 320x100,wide,fixedLayout,fixedLayout,100,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,"Нарушена иерархия шрифтов, текст слишком мелкий"
case_027,case_027.png,yandex-rsy-320x100,Яндекс Директ / РСЯ Медийный баннер 320x100,wide,candidateSelection,split,150,2,60,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Требуется ручная балансировка левого поля
case_028,case_028.png,2gis-card-bg-800x400,2ГИС Фоновое изображение карточки,horizontal,scaling,scaling,450,1,30,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Легкое размытие растра при масштабировании
case_029,case_029.png,2gis-card-bg-800x400,2ГИС Фоновое изображение карточки,horizontal,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Фон сгенерирован без ошибок
case_030,case_030.png,2gis-card-bg-800x400,2ГИС Фоновое изображение карточки,horizontal,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Корректное разделение на зоны
case_031,case_031.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Проблем с композицией не обнаружено
case_032,case_032.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Чистая структура макета
case_033,case_033.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Сбалансированный вертикальный баннер
case_034,case_034.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Растяжение текстуры в пределах нормы
case_035,case_035.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Ошибок позиционирования нет
case_036,case_036.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Композиционный центр сохранен
case_037,case_037.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,scaling,scaling,1250,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Избыточное пустое пространство снизу
case_038,case_038.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Вертикальный макет собран корректно
case_039,case_039.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Хорошая читаемость акцентных элементов
case_040,case_040.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,scaling,scaling,1250,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Минорное нарушение safe-area логотипа
case_041,case_041.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,fixedLayout,fixedLayout,150,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Наложение знака на текстовую часть лого
case_042,case_042.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,candidateSelection,hero,150,2,60,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Требуется ручное выравнивание по сетке
case_043,case_043.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,scaling,scaling,1950,5,150,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Сплющивание шрифта по вертикали
case_044,case_044.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,fixedLayout,fixedLayout,100,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Нарушены пропорции микрошрифтов
case_045,case_045.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,candidateSelection,fixedLayout,100,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Требуется ручное увеличение трекинга
case_046,case_046.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,scaling,scaling,1650,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Наложение слоев из-за ошибочного scale-коэффициента
case_047,case_047.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,fixedLayout,fixedLayout,100,1,30,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,"Готовая заготовка, правок почти не требуется"
case_048,case_048.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,candidateSelection,fixedLayout,100,1,30,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Корректное распределение объектов по ширине
case_049,case_049.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,scaling,scaling,1250,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Нарушен баланс правого и левого полей
case_050,case_050.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Сборка макета без замечаний
case_051,case_051.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Четкое разделение контента и графики
case_052,case_052.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Артефактов и перекрытий нет
case_053,case_053.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Пропорции полностью соблюдены
case_054,case_054.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Элементы распределены гармонично
case_055,case_055.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Пропорции 1:1 выдержаны корректно
case_056,case_056.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,fixedLayout,fixedLayout,150,1,30,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,"Пригодно, косметическая правка полей"
case_057,case_057.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,candidateSelection,imageTop,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Удачное размещение изображения сверху
case_058,case_058.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,scaling,scaling,1650,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Элементы миниатюры слились в единое пятно
case_059,case_059.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,fixedLayout,fixedLayout,150,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Текст перекрыл графический маркер
case_060,case_060.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,candidateSelection,compact,100,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Кнопка слишком близко к краю окружности
case_061,case_061.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,scaling,scaling,1650,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Перекрытие основного УТП второстепенным текстом
case_062,case_062.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,fixedLayout,fixedLayout,100,1,30,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Хорошая адаптация под горизонтальный формат
case_063,case_063.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,candidateSelection,fixedLayout,100,1,30,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Оптимальное сжатие без потери читаемости
case_064,case_064.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,scaling,scaling,1250,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,Избыточный межбуквенный интервал
case_065,case_065.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Композиция стабильна
case_066,case_066.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Разделение зон выполнено без наложений
case_067,case_067.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Дефектов рендеринга нет
case_068,case_068.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Полное соответствие гайдлайну формата
case_069,case_069.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Визуальные акценты расставлены правильно
case_070,case_070.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Квадратная композиция без искажений
case_071,case_071.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Элементы стоят строго по сетке
case_072,case_072.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Готовый графический паттерн
case_073,case_073.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,scaling,scaling,1650,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Иконка тизера перекрыла текстовый блок
case_074,case_074.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,fixedLayout,fixedLayout,150,4,120,evaluator-1,visual-review-evaluator-1.csv,0,false,true,true,Текст вышел за нижнюю границу контейнера
case_075,case_075.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,candidateSelection,compact,100,3,90,evaluator-1,visual-review-evaluator-1.csv,1,true,true,false,"Плотная компоновка, требуется уменьшить кегль"
case_076,case_076.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Графика адаптирована под широкую пропорцию
case_077,case_077.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Проблемы с читаемостью отсутствуют
case_078,case_078.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Корректный split-дизайн
case_079,case_079.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Вертикальное соотношение сторон выдержано
case_080,case_080.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Геометрия блоков не нарушена
case_081,case_081.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Фокусный элемент расположен по центру
case_082,case_082.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Искажений пропорций нет
case_083,case_083.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Сетка макета отработала штатно
case_084,case_084.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Чистый графический вывод
case_085,case_085.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Экстремальная ширина обработана корректно
case_086,case_086.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Нет наложений элементов при растяжении
case_087,case_087.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Текст и изображение изолированы друг от друга
case_088,case_088.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,scaling,scaling,50,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Удлиненный вертикальный формат без дефектов
case_089,case_089.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,fixedLayout,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,Элементы не сбились в кучу
case_090,case_090.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,candidateSelection,fixedLayout,100,0,0,evaluator-1,visual-review-evaluator-1.csv,2,true,true,false,
case_001,case_001.png,2gis-directory-banner-319x57,2ГИС Баннер под окном справочника,small,scaling,scaling,1950,5,150,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст и CTA; требуется упрощение
case_002,case_002.png,2gis-directory-banner-319x57,2ГИС Баннер под окном справочника,small,fixedLayout,fixedLayout,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_003,case_003.png,2gis-directory-banner-319x57,2ГИС Баннер под окном справочника,small,candidateSelection,fixedLayout,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_004,case_004.png,yandex-rsy-1000x120,Яндекс Директ / РСЯ Медийный баннер 1000x120,wide,scaling,scaling,1650,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,"Мелкий вторичный текст/CTA, много пустоты"
case_005,case_005.png,yandex-rsy-1000x120,Яндекс Директ / РСЯ Медийный баннер 1000x120,wide,fixedLayout,fixedLayout,100,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_006,case_006.png,yandex-rsy-1000x120,Яндекс Директ / РСЯ Медийный баннер 1000x120,wide,candidateSelection,fixedLayout,100,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_007,case_007.png,2gis-bg-1440x800,2ГИС Фон рекламного блока,horizontal,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_008,case_008.png,2gis-bg-1440x800,2ГИС Фон рекламного блока,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_009,case_009.png,2gis-bg-1440x800,2ГИС Фон рекламного блока,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA размещены поверх изображения/декора
case_010,case_010.png,2gis-story-1080x1920,2ГИС Сторис 9:16,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_011,case_011.png,2gis-story-1080x1920,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_012,case_012.png,2gis-story-1080x1920,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,"Текст/CTA поверх изображения, композиция требует доводки"
case_013,case_013.png,2gis-partner-mobile-800x800,2ГИС Баннер в профиле партнера mobile,square,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_014,case_014.png,2gis-partner-mobile-800x800,2ГИС Баннер в профиле партнера mobile,square,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст расположен поверх изображения/декора
case_015,case_015.png,2gis-partner-mobile-800x800,2ГИС Баннер в профиле партнера mobile,square,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст расположен поверх изображения/декора
case_016,case_016.png,yandex-rsy-160x600,Яндекс Директ / РСЯ Медийный баннер 160x600,narrow,scaling,scaling,1650,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Для узкого формата текст слишком мелкий
case_017,case_017.png,yandex-rsy-160x600,Яндекс Директ / РСЯ Медийный баннер 160x600,narrow,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_018,case_018.png,yandex-rsy-160x600,Яндекс Директ / РСЯ Медийный баннер 160x600,narrow,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Сильно упрощено: только логотип и заголовок
case_019,case_019.png,2gis-logo-200x200,2ГИС Логотип 200x200,logo,scaling,scaling,1250,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_020,case_020.png,2gis-logo-200x200,2ГИС Логотип 200x200,logo,fixedLayout,fixedLayout,150,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Сильно упрощено: только логотип и заголовок
case_021,case_021.png,2gis-logo-200x200,2ГИС Логотип 200x200,logo,candidateSelection,hero,150,2,60,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,"Плотная компоновка, но читаемо"
case_022,case_022.png,2gis-search-banner-319x57,2ГИС Баннер в поисковой выдаче,small,scaling,scaling,1950,5,150,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст для малого баннера
case_023,case_023.png,2gis-search-banner-319x57,2ГИС Баннер в поисковой выдаче,small,fixedLayout,fixedLayout,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_024,case_024.png,2gis-search-banner-319x57,2ГИС Баннер в поисковой выдаче,small,candidateSelection,fixedLayout,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_025,case_025.png,yandex-rsy-320x100,Яндекс Директ / РСЯ Медийный баннер 320x100,wide,scaling,scaling,1650,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Мелкий вторичный текст/CTA
case_026,case_026.png,yandex-rsy-320x100,Яндекс Директ / РСЯ Медийный баннер 320x100,wide,fixedLayout,fixedLayout,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_027,case_027.png,yandex-rsy-320x100,Яндекс Директ / РСЯ Медийный баннер 320x100,wide,candidateSelection,split,150,2,60,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_028,case_028.png,2gis-card-bg-800x400,2ГИС Фоновое изображение карточки,horizontal,scaling,scaling,450,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_029,case_029.png,2gis-card-bg-800x400,2ГИС Фоновое изображение карточки,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_030,case_030.png,2gis-card-bg-800x400,2ГИС Фоновое изображение карточки,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_031,case_031.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_032,case_032.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_033,case_033.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Основной текст на краю и пересекается с декоративной графикой
case_034,case_034.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_035,case_035.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
case_036,case_036.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
case_037,case_037.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,scaling,scaling,1250,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Текст мелкий для узкого формата
