caseId,randomFileName,formatId,formatName,group,method,selectedLayout,cases,ratings,averageManualScore,score0Count,score1Count,score2Count,readabilityOkRate,requiredPreservedRate,majorOverlapRate,evaluatorIds,fullAgreement,strongDisagreement,comments
case_030,case_030.png,2gis-card-bg-800x400,2ГИС Фоновое изображение карточки,horizontal,candidateSelection,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Корректное разделение на зоны
case_031,case_031.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Проблем с композицией не обнаружено
case_032,case_032.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Чистая структура макета
case_033,case_033.png,2gis-story-720x1280,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Сбалансированный вертикальный баннер|Основной текст на краю и пересекается с декоративной графикой
case_034,case_034.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Растяжение текстуры в пределах нормы
case_035,case_035.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,fixedLayout,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Ошибок позиционирования нет|Текст и CTA поверх изображения/декора
case_036,case_036.png,2gis-search-bg-500x600,2ГИС Рекламный блок в поисковой выдаче: фон,square,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Композиционный центр сохранен|Текст и CTA поверх изображения/декора
case_037,case_037.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,scaling,scaling,1,2,1,0,2,0,0.5,1,0,evaluator-1|control-assistant,false,false,Избыточное пустое пространство снизу|Текст мелкий для узкого формата
case_038,case_038.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Вертикальный макет собран корректно
case_039,case_039.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,candidateSelection,fixedLayout,1,2,1.5,0,1,1,0.5,1,0.5,evaluator-1|control-assistant,false,false,"Хорошая читаемость акцентных элементов|Текст мелкий, частично пересекается с декором"
case_040,case_040.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,scaling,scaling,1,2,1.5,0,1,1,1,1,0,evaluator-1|control-assistant,false,false,Минорное нарушение safe-area логотипа
case_041,case_041.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,fixedLayout,fixedLayout,1,2,0.5,1,1,0,0.5,1,0.5,evaluator-1|control-assistant,false,false,Наложение знака на текстовую часть лого|Сильно упрощено: только логотип и заголовок
case_042,case_042.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,candidateSelection,hero,1,2,1.5,0,1,1,1,1,0,evaluator-1|control-assistant,false,false,Требуется ручное выравнивание по сетке
case_043,case_043.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,scaling,scaling,1,2,0.5,1,1,0,0,1,0.5,evaluator-1|control-assistant,false,false,Сплющивание шрифта по вертикали|Мелкий текст для широкого малого баннера
case_044,case_044.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,fixedLayout,fixedLayout,1,2,1.5,0,1,1,1,1,0,evaluator-1|control-assistant,false,false,Нарушены пропорции микрошрифтов
case_045,case_045.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0,evaluator-1|control-assistant,false,false,Требуется ручное увеличение трекинга
case_046,case_046.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,scaling,scaling,1,2,0.5,1,1,0,0.5,1,0.5,evaluator-1|control-assistant,false,false,Наложение слоев из-за ошибочного scale-коэффициента|Мелкий вторичный текст/CTA
case_047,case_047.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,"Готовая заготовка, правок почти не требуется"
case_048,case_048.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,candidateSelection,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Корректное распределение объектов по ширине
case_049,case_049.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,scaling,scaling,1,2,1.5,0,1,1,1,1,0,evaluator-1|control-assistant,false,false,Нарушен баланс правого и левого полей
case_050,case_050.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Сборка макета без замечаний
case_051,case_051.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,candidateSelection,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Четкое разделение контента и графики
case_052,case_052.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Артефактов и перекрытий нет
case_053,case_053.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Пропорции полностью соблюдены
case_054,case_054.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Элементы распределены гармонично|Текст и CTA поверх изображения/декора
case_055,case_055.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Пропорции 1:1 выдержаны корректно
case_056,case_056.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,fixedLayout,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,"Пригодно, косметическая правка полей|Текст поверх изображения/декора, требуется доводка"
case_057,case_057.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,candidateSelection,imageTop,1,2,1.5,0,1,1,1,1,0,evaluator-1|control-assistant,false,false,Удачное размещение изображения сверху|Заголовок близко к краю/частично обрезан
case_058,case_058.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,scaling,scaling,1,2,1,1,0,1,0.5,1,0.5,evaluator-1|control-assistant,false,true,Элементы миниатюры слились в единое пятно
case_059,case_059.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,fixedLayout,fixedLayout,1,2,0.5,1,1,0,0.5,1,0.5,evaluator-1|control-assistant,false,false,Текст перекрыл графический маркер|Сильно упрощено: только логотип и заголовок
case_060,case_060.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,candidateSelection,compact,1,2,0.5,1,1,0,0.5,0.5,0,evaluator-1|control-assistant,false,false,Кнопка слишком близко к краю окружности|Заголовок обрезан и нечитабелен
case_061,case_061.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,scaling,scaling,1,2,0.5,1,1,0,0,1,0.5,evaluator-1|control-assistant,false,false,Перекрытие основного УТП второстепенным текстом|Мелкий текст для широкого формата
case_062,case_062.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Хорошая адаптация под горизонтальный формат
case_063,case_063.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,candidateSelection,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Оптимальное сжатие без потери читаемости
case_064,case_064.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,scaling,scaling,1,2,1,0,2,0,1,1,0,evaluator-1|control-assistant,true,false,Избыточный межбуквенный интервал|Мелкий вторичный текст/CTA
case_065,case_065.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Композиция стабильна
case_066,case_066.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,candidateSelection,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Разделение зон выполнено без наложений
case_067,case_067.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Дефектов рендеринга нет
case_068,case_068.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Полное соответствие гайдлайну формата
case_069,case_069.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Визуальные акценты расставлены правильно|Текст/CTA поверх изображения/декора
case_070,case_070.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Квадратная композиция без искажений
case_071,case_071.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,fixedLayout,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Элементы стоят строго по сетке|Текст и CTA поверх изображения/декора
case_072,case_072.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Готовый графический паттерн|Текст и CTA поверх изображения/декора
case_073,case_073.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,scaling,scaling,1,2,1,1,0,1,0.5,1,0.5,evaluator-1|control-assistant,false,true,Иконка тизера перекрыла текстовый блок
case_074,case_074.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,fixedLayout,fixedLayout,1,2,0.5,1,1,0,0.5,1,0.5,evaluator-1|control-assistant,false,false,Текст вышел за нижнюю границу контейнера|Сильно упрощено: только логотип и заголовок
case_075,case_075.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,candidateSelection,compact,1,2,0.5,1,1,0,0.5,0.5,0,evaluator-1|control-assistant,false,false,"Плотная компоновка, требуется уменьшить кегль|Заголовок обрезан и нечитабелен"
case_076,case_076.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Графика адаптирована под широкую пропорцию
case_077,case_077.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Проблемы с читаемостью отсутствуют
case_078,case_078.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,candidateSelection,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Корректный split-дизайн
case_079,case_079.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Вертикальное соотношение сторон выдержано
case_080,case_080.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Геометрия блоков не нарушена
case_081,case_081.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Фокусный элемент расположен по центру|Текст/CTA поверх изображения/декора
case_082,case_082.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Искажений пропорций нет
case_083,case_083.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,fixedLayout,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Сетка макета отработала штатно|Текст и CTA поверх изображения/декора
case_084,case_084.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Чистый графический вывод|Текст и CTA поверх изображения/декора
case_085,case_085.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,scaling,scaling,1,2,1.5,0,1,1,0.5,1,0,evaluator-1|control-assistant,false,false,Экстремальная ширина обработана корректно|Мелкий текст для широкого формата
case_086,case_086.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Нет наложений элементов при растяжении
case_087,case_087.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,candidateSelection,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Текст и изображение изолированы друг от друга
case_088,case_088.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,scaling,scaling,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Удлиненный вертикальный формат без дефектов
case_089,case_089.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,fixedLayout,fixedLayout,1,2,2,0,0,2,1,1,0,evaluator-1|control-assistant,true,false,Элементы не сбились в кучу
case_090,case_090.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,candidateSelection,fixedLayout,1,2,1.5,0,1,1,1,1,0.5,evaluator-1|control-assistant,false,false,Текст и CTA поверх изображения/декора
